customer_id,category,spend,income_group,adjusted_income,spend_per_month,income_utilization_pct,utilization_group
ATQCUS1083,Bills,56033,High,44553,4669.42,10.48,Very High
ATQCUS1084,Bills,64681,High,43647,5390.08,12.35,Very High
ATQCUS1085,Bills,68747,High,41880,5728.92,13.68,Very High
ATQCUS1086,Bills,60434,High,45526,5036.17,11.06,Very High
ATQCUS1087,Bills,78407,High,46766,6533.92,13.97,Very High
ATQCUS1088,Bills,64202,High,45473,5350.17,11.77,Very High
ATQCUS1089,Bills,64361,High,41953,5363.42,12.78,Very High
ATQCUS1090,Bills,60535,High,44342,5044.58,11.38,Very High
ATQCUS1091,Bills,76002,High,45702,6333.5,13.86,Very High
ATQCUS1092,Bills,63553,High,46923,5296.08,11.29,Very High
ATQCUS1093,Bills,58891,High,40566,4907.58,12.1,Very High
ATQCUS1094,Bills,50775,High,40534,4231.25,10.44,Very High
ATQCUS1095,Bills,57426,High,41139,4785.5,11.63,Very High
ATQCUS1096,Bills,71756,High,45443,5979.67,13.16,Very High
ATQCUS1097,Bills,63112,High,44241,5259.33,11.89,Very High
ATQCUS1098,Bills,64144,High,46148,5345.33,11.58,Very High
ATQCUS1099,Bills,57285,High,43849,4773.75,10.89,Very High
ATQCUS1100,Bills,63375,High,41958,5281.25,12.59,Very High
ATQCUS1101,Bills,66853,High,44874,5571.08,12.41,Very High
ATQCUS1102,Bills,65711,High,42202,5475.92,12.98,Very High
ATQCUS1103,Bills,61808,High,41647,5150.67,12.37,Very High
ATQCUS1104,Bills,71869,High,46084,5989.08,13.0,Very High
ATQCUS1105,Bills,67575,High,43587,5631.25,12.92,Very High
ATQCUS1106,Bills,68461,High,44648,5705.08,12.78,Very High
ATQCUS1107,Bills,37774,Low,29184,3147.83,10.79,Very High
ATQCUS1108,Bills,36225,Low,25980,3018.75,11.62,Very High
ATQCUS1109,Bills,35950,Low,28624,2995.83,10.47,Very High
ATQCUS1110,Bills,33242,Low,25704,2770.17,10.78,Very High
ATQCUS1111,Bills,34875,Low,28052,2906.25,10.36,Very High
ATQCUS1112,Bills,31016,Low,26613,2584.67,9.71,Very High
ATQCUS1113,Bills,32049,Low,26866,2670.75,9.94,Very High
ATQCUS1114,Bills,36640,Low,29452,3053.33,10.37,Very High
ATQCUS1115,Bills,31411,Low,27708,2617.58,9.45,Very High
ATQCUS1116,Bills,35521,Low,27092,2960.08,10.93,Very High
ATQCUS1117,Bills,29744,Low,27005,2478.67,9.18,Very High
ATQCUS1118,Bills,39126,Low,29593,3260.5,11.02,Very High
ATQCUS1119,Bills,36131,Low,28186,3010.92,10.68,Very High
ATQCUS1120,Bills,35022,Low,27940,2918.5,10.45,Very High
ATQCUS1121,Bills,29181,Low,26360,2431.75,9.23,Very High
ATQCUS1122,Bills,31965,Low,28054,2663.75,9.5,Very High
ATQCUS1123,Bills,33165,Low,27662,2763.75,9.99,Very High
ATQCUS1124,Bills,34138,Low,25941,2844.83,10.97,Very High
ATQCUS1125,Bills,29498,Low,27037,2458.17,9.09,Very High
ATQCUS1126,Bills,31745,Low,25819,2645.42,10.25,Very High
ATQCUS1127,Bills,33490,Low,28748,2790.83,9.71,Very High
ATQCUS1128,Bills,34008,Low,27883,2834.0,10.16,Very High
ATQCUS1129,Bills,30786,Low,26081,2565.5,9.84,Very High
ATQCUS1130,Bills,34969,Low,27120,2914.08,10.75,Very High
ATQCUS1131,Bills,33853,Low,26097,2821.08,10.81,Very High
ATQCUS1132,Bills,33535,Low,28012,2794.58,9.98,Very High
ATQCUS1133,Bills,34428,Low,29414,2869.0,9.75,Very High
ATQCUS1134,Bills,37111,Low,27942,3092.58,11.07,Very High
ATQCUS1135,Bills,31687,Low,24912,2640.58,10.6,Very High
ATQCUS1136,Bills,28906,Low,25592,2408.83,9.41,Very High
ATQCUS1137,Bills,36102,Low,27490,3008.5,10.94,Very High
ATQCUS1138,Bills,35433,Low,25822,2952.75,11.44,Very High
ATQCUS1139,Bills,32385,Low,26667,2698.75,10.12,Very High
ATQCUS1140,Bills,44221,High,48163,3685.08,7.65,High
ATQCUS1141,Bills,44064,High,48200,3672.0,7.62,High
ATQCUS1142,Bills,49914,High,47802,4159.5,8.7,High
ATQCUS1143,Bills,43081,High,47977,3590.08,7.48,High
ATQCUS1144,Bills,42913,High,47850,3576.08,7.47,High
ATQCUS1145,Bills,42594,High,45530,3549.5,7.8,High
ATQCUS1146,Bills,52875,High,53466,4406.25,8.24,High
ATQCUS1147,Bills,47357,High,47097,3946.42,8.38,High
ATQCUS1148,Bills,54184,High,52398,4515.33,8.62,High
ATQCUS1149,Bills,44863,High,48079,3738.58,7.78,High
ATQCUS1150,Bills,43091,High,50470,3590.92,7.11,High
ATQCUS1151,Bills,46567,High,47693,3880.58,8.14,High
ATQCUS1152,Bills,52270,High,52581,4355.83,8.28,High
ATQCUS1153,Bills,41021,High,48447,3418.42,7.06,High
ATQCUS1154,Bills,55279,High,53944,4606.58,8.54,High
ATQCUS1155,Bills,48513,High,49722,4042.75,8.13,High
ATQCUS1156,Bills,46266,High,52312,3855.5,7.37,High
ATQCUS1157,Bills,41087,High,46596,3423.92,7.35,High
ATQCUS1158,Bills,49282,High,46880,4106.83,8.76,High
ATQCUS1159,Bills,46951,High,49710,3912.58,7.87,High
ATQCUS1160,Bills,50860,High,49704,4238.33,8.53,High
ATQCUS1161,Bills,45309,High,48540,3775.75,7.78,High
ATQCUS1162,Bills,43221,High,51674,3601.75,6.97,High
ATQCUS1163,Bills,27902,Low,23474,2325.17,9.91,Very High
ATQCUS1164,Bills,36634,Low,26918,3052.83,11.34,Very High
ATQCUS1165,Bills,32067,Low,25021,2672.25,10.68,Very High
ATQCUS1166,Bills,32880,Low,25222,2740.0,10.86,Very High
ATQCUS1167,Bills,27268,Low,24743,2272.33,9.18,Very High
ATQCUS1168,Bills,31010,Low,22615,2584.17,11.43,Very High
ATQCUS1169,Bills,34737,Low,25604,2894.75,11.31,Very High
ATQCUS1170,Bills,28389,Low,25110,2365.75,9.42,Very High
ATQCUS1171,Bills,33066,Low,24760,2755.5,11.13,Very High
ATQCUS1172,Bills,30929,Low,24162,2577.42,10.67,Very High
ATQCUS1173,Bills,27802,Low,24196,2316.83,9.58,Very High
ATQCUS1174,Bills,28481,Low,23661,2373.42,10.03,Very High
ATQCUS1175,Bills,30939,Low,24172,2578.25,10.67,Very High
ATQCUS1176,Bills,33824,Low,23302,2818.67,12.1,Very High
ATQCUS1177,Bills,31240,Low,25568,2603.33,10.18,Very High
ATQCUS1178,Bills,34222,Low,25569,2851.83,11.15,Very High
ATQCUS1179,Bills,30448,Low,24182,2537.33,10.49,Very High
ATQCUS1180,Bills,28799,Low,23750,2399.92,10.1,Very High
ATQCUS1181,Bills,28331,Low,23236,2360.92,10.16,Very High
ATQCUS1182,Bills,30666,Low,24371,2555.5,10.49,Very High
ATQCUS1183,Bills,30981,Low,23008,2581.75,11.22,Very High
ATQCUS1184,Bills,29940,Low,24626,2495.0,10.13,Very High
ATQCUS1185,Bills,32193,Low,24151,2682.75,11.11,Very High
ATQCUS1186,Bills,26930,Low,24193,2244.17,9.28,Very High
ATQCUS1187,Bills,36372,Low,24466,3031.0,12.39,Very High
ATQCUS1188,Bills,27079,Low,22837,2256.58,9.88,Very High
ATQCUS1189,Bills,31849,Low,25645,2654.08,10.35,Very High
ATQCUS1190,Bills,30019,Low,24216,2501.58,10.33,Very High
ATQCUS1191,Bills,31706,Low,23672,2642.17,11.16,Very High
ATQCUS1192,Bills,29928,Low,25875,2494.0,9.64,Very High
ATQCUS1193,Bills,31958,Low,25008,2663.17,10.65,Very High
ATQCUS1194,Bills,28720,Low,23918,2393.33,10.01,Very High
ATQCUS1195,Bills,31895,Low,22832,2657.92,11.64,Very High
ATQCUS1196,Bills,35286,Low,26080,2940.5,11.27,Very High
ATQCUS1197,Bills,29475,Low,26276,2456.25,9.35,Very High
ATQCUS1198,Bills,33660,Low,23262,2805.0,12.06,Very High
ATQCUS1199,Bills,29235,Low,24875,2436.25,9.79,Very High
ATQCUS1200,Bills,33760,Low,22992,2813.33,12.24,Very High
ATQCUS1201,Bills,28946,Low,24812,2412.17,9.72,Very High
ATQCUS1202,Bills,30706,Low,23282,2558.83,10.99,Very High
ATQCUS1203,Bills,30253,Low,36552,2521.08,6.9,Low
ATQCUS1204,Bills,34346,High,39527,2862.17,7.24,High
ATQCUS1205,Bills,31469,Low,36973,2622.42,7.09,High
ATQCUS1206,Bills,30168,Low,38782,2514.0,6.48,Low
ATQCUS1207,Bills,26681,Low,34446,2223.42,6.45,Low
ATQCUS1208,Bills,30642,Low,35218,2553.5,7.25,High
ATQCUS1209,Bills,28953,Low,37283,2412.75,6.47,Low
ATQCUS1210,Bills,28913,Low,34846,2409.42,6.91,High
ATQCUS1211,Bills,30529,Low,35307,2544.08,7.21,High
ATQCUS1212,Bills,58764,High,41972,4897.0,11.67,Very High
ATQCUS1213,Bills,58988,High,44427,4915.67,11.06,Very High
ATQCUS1214,Bills,65372,High,44715,5447.67,12.18,Very High
ATQCUS1215,Bills,54187,High,42355,4515.58,10.66,Very High
ATQCUS1216,Bills,57936,High,42526,4828.0,11.35,Very High
ATQCUS1217,Bills,67655,High,45772,5637.92,12.32,Very High
ATQCUS1218,Bills,58521,High,42614,4876.75,11.44,Very High
ATQCUS1219,Bills,53634,High,40900,4469.5,10.93,Very High
ATQCUS1220,Bills,61347,High,45589,5112.25,11.21,Very High
ATQCUS1221,Bills,62903,High,43909,5241.92,11.94,Very High
ATQCUS1222,Bills,57299,High,46326,4774.92,10.31,Very High
ATQCUS1223,Bills,52415,High,42086,4367.92,10.38,Very High
ATQCUS1224,Bills,62267,High,43182,5188.92,12.02,Very High
ATQCUS1225,Bills,58316,High,42647,4859.67,11.4,Very High
ATQCUS1226,Bills,58674,High,43262,4889.5,11.3,Very High
ATQCUS1227,Bills,67794,High,46306,5649.5,12.2,Very High
ATQCUS1228,Bills,66085,High,45678,5507.08,12.06,Very High
ATQCUS1229,Bills,62959,High,43965,5246.58,11.93,Very High
ATQCUS1230,Bills,57554,High,43646,4796.17,10.99,Very High
ATQCUS1231,Bills,63179,High,44779,5264.92,11.76,Very High
ATQCUS1232,Bills,60764,High,42931,5063.67,11.79,Very High
ATQCUS1233,Bills,51969,High,42008,4330.75,10.31,Very High
ATQCUS1234,Bills,61897,High,41094,5158.08,12.55,Very High
ATQCUS1235,Bills,54097,High,41446,4508.08,10.88,Very High
ATQCUS1236,Bills,64126,High,44612,5343.83,11.98,Very High
ATQCUS1237,Bills,66952,High,47570,5579.33,11.73,Very High
ATQCUS1238,Bills,54952,High,41282,4579.33,11.09,Very High
ATQCUS1239,Bills,59570,High,43642,4964.17,11.37,Very High
ATQCUS1240,Bills,64070,High,46388,5339.17,11.51,Very High
ATQCUS1241,Bills,52512,High,42874,4376.0,10.21,Very High
ATQCUS1242,Bills,59247,High,44012,4937.25,11.22,Very High
ATQCUS1243,Bills,62542,High,43388,5211.83,12.01,Very High
ATQCUS1244,Bills,62029,High,41732,5169.08,12.39,Very High
ATQCUS1245,Bills,51034,High,43856,4252.83,9.7,Very High
ATQCUS1246,Bills,66488,High,46440,5540.67,11.93,Very High
ATQCUS1247,Bills,65679,High,42262,5473.25,12.95,Very High
ATQCUS1248,Bills,59322,High,44396,4943.5,11.14,Very High
ATQCUS1249,Bills,56221,High,45122,4685.08,10.38,Very High
ATQCUS1250,Bills,35463,Low,29812,2955.25,9.91,Very High
ATQCUS1251,Bills,37233,Low,28168,3102.75,11.02,Very High
ATQCUS1252,Bills,32596,Low,26933,2716.33,10.09,Very High
ATQCUS1253,Bills,28839,Low,25229,2403.25,9.53,Very High
ATQCUS1254,Bills,29049,Low,27412,2420.75,8.83,High
ATQCUS1255,Bills,30297,Low,28062,2524.75,9.0,Very High
ATQCUS1256,Bills,36702,Low,28893,3058.5,10.59,Very High
ATQCUS1257,Bills,32573,Low,28066,2714.42,9.67,Very High
ATQCUS1258,Bills,34227,Low,28248,2852.25,10.1,Very High
ATQCUS1259,Bills,30740,Low,25979,2561.67,9.86,Very High
ATQCUS1260,Bills,30081,Low,27157,2506.75,9.23,Very High
ATQCUS1261,Bills,33018,Low,27754,2751.5,9.91,Very High
ATQCUS1262,Bills,32431,Low,29380,2702.58,9.2,Very High
ATQCUS1263,Bills,29625,Low,26208,2468.75,9.42,Very High
ATQCUS1264,Bills,33842,Low,28227,2820.17,9.99,Very High
ATQCUS1265,Bills,30497,Low,26180,2541.42,9.71,Very High
ATQCUS1266,Bills,26662,Low,26234,2221.83,8.47,High
ATQCUS1267,Bills,31534,Low,27670,2627.83,9.5,Very High
ATQCUS1268,Bills,35787,Low,28834,2982.25,10.34,Very High
ATQCUS1269,Bills,36189,Low,28518,3015.75,10.57,Very High
ATQCUS1270,Bills,33006,Low,27644,2750.5,9.95,Very High
ATQCUS1271,Bills,35457,Low,28926,2954.75,10.21,Very High
ATQCUS1272,Bills,44339,High,47752,3694.92,7.74,High
ATQCUS1273,Bills,43989,High,52942,3665.75,6.92,High
ATQCUS1274,Bills,41580,High,48398,3465.0,7.16,High
ATQCUS1275,Bills,45535,High,46773,3794.58,8.11,High
ATQCUS1276,Bills,43321,High,49636,3610.08,7.27,High
ATQCUS1277,Bills,46786,High,50196,3898.83,7.77,High
ATQCUS1278,Bills,42046,High,47924,3503.83,7.31,High
ATQCUS1279,Bills,40096,High,49932,3341.33,6.69,Low
ATQCUS1280,Bills,47756,High,49346,3979.67,8.06,High
ATQCUS1281,Bills,39683,High,50288,3306.92,6.58,Low
ATQCUS1282,Bills,35668,High,46988,2972.33,6.33,Low
ATQCUS1283,Bills,41245,High,46034,3437.08,7.47,High
ATQCUS1284,Bills,37314,High,47177,3109.5,6.59,Low
ATQCUS1285,Bills,40017,High,49508,3334.75,6.74,Low
ATQCUS1286,Bills,39343,High,48963,3278.58,6.7,Low
ATQCUS1287,Bills,45845,High,47078,3820.42,8.12,High
ATQCUS1288,Bills,35842,High,46623,2986.83,6.41,Low
ATQCUS1289,Bills,40646,High,49051,3387.17,6.91,High
ATQCUS1290,Bills,28736,Low,23470,2394.67,10.2,Very High
ATQCUS1291,Bills,32150,Low,26484,2679.17,10.12,Very High
ATQCUS1292,Bills,27444,Low,25005,2287.0,9.15,Very High
ATQCUS1293,Bills,27252,Low,24455,2271.0,9.29,Very High
ATQCUS1294,Bills,29262,Low,23682,2438.5,10.3,Very High
ATQCUS1295,Bills,31284,Low,26138,2607.0,9.97,Very High
ATQCUS1296,Bills,30885,Low,26048,2573.75,9.88,Very High
ATQCUS1297,Bills,28151,Low,23388,2345.92,10.03,Very High
ATQCUS1298,Bills,26806,Low,24763,2233.83,9.02,Very High
ATQCUS1299,Bills,29025,Low,23156,2418.75,10.45,Very High
ATQCUS1300,Bills,26621,Low,23985,2218.42,9.25,Very High
ATQCUS1301,Bills,28554,Low,22740,2379.5,10.46,Very High
ATQCUS1302,Bills,29812,Low,25360,2484.33,9.8,Very High
ATQCUS1303,Bills,29846,Low,24867,2487.17,10.0,Very High
ATQCUS1304,Bills,28412,Low,26849,2367.67,8.82,High
ATQCUS1305,Bills,30518,Low,23478,2543.17,10.83,Very High
ATQCUS1306,Bills,32141,Low,26931,2678.42,9.95,Very High
ATQCUS1307,Bills,28510,Low,23545,2375.83,10.09,Very High
ATQCUS1308,Bills,32788,Low,24768,2732.33,11.03,Very High
ATQCUS1309,Bills,28847,Low,24040,2403.92,10.0,Very High
ATQCUS1310,Bills,27796,Low,23484,2316.33,9.86,Very High
ATQCUS1311,Bills,29451,Low,24008,2454.25,10.22,Very High
ATQCUS1312,Bills,32720,Low,26188,2726.67,10.41,Very High
ATQCUS1313,Bills,28603,Low,24717,2383.58,9.64,Very High
ATQCUS1314,Bills,30352,Low,23974,2529.33,10.55,Very High
ATQCUS1315,Bills,23517,Low,22640,1959.75,8.66,High
ATQCUS1316,Bills,28322,Low,25709,2360.17,9.18,Very High
ATQCUS1317,Bills,30554,Low,24211,2546.17,10.52,Very High
ATQCUS1318,Bills,27006,Low,23338,2250.5,9.64,Very High
ATQCUS1319,Bills,24935,Low,23332,2077.92,8.91,High
ATQCUS1320,Bills,32615,Low,26048,2717.92,10.43,Very High
ATQCUS1321,Bills,25240,Low,23110,2103.33,9.1,Very High
ATQCUS1322,Bills,25807,Low,23353,2150.58,9.21,Very High
ATQCUS1323,Bills,31858,Low,26056,2654.83,10.19,Very High
ATQCUS1324,Bills,30065,Low,26287,2505.42,9.53,Very High
ATQCUS1325,Bills,32216,Low,25534,2684.67,10.51,Very High
ATQCUS1326,Bills,28532,Low,25183,2377.67,9.44,Very High
ATQCUS1327,Bills,24567,Low,23300,2047.25,8.79,High
ATQCUS1328,Bills,32949,Low,25111,2745.75,10.93,Very High
ATQCUS1329,Bills,30780,Low,26057,2565.0,9.84,Very High
ATQCUS1330,Bills,27265,Low,23923,2272.08,9.5,Very High
ATQCUS1331,Bills,25603,Low,23101,2133.58,9.24,Very High
ATQCUS1332,Bills,28887,Low,24467,2407.25,9.84,Very High
ATQCUS1333,Bills,31363,Low,24733,2613.58,10.57,Very High
ATQCUS1334,Bills,28293,Low,37850,2357.75,6.23,Low
ATQCUS1335,Bills,29164,Low,35723,2430.33,6.8,Low
ATQCUS1336,Bills,30370,Low,36862,2530.83,6.87,Low
ATQCUS1337,Bills,29132,Low,36975,2427.67,6.57,Low
ATQCUS1338,Bills,30546,Low,38143,2545.5,6.67,Low
ATQCUS1339,Bills,32089,Low,35379,2674.08,7.56,High
ATQCUS1340,Bills,27798,Low,38557,2316.5,6.01,Low
ATQCUS1341,Bills,30208,High,39282,2517.33,6.41,Low
ATQCUS1342,Bills,29379,High,39302,2448.25,6.23,Low
ATQCUS1343,Bills,40954,High,44858,3412.83,7.61,High
ATQCUS1344,Bills,41895,High,43536,3491.25,8.02,High
ATQCUS1345,Bills,44861,High,42582,3738.42,8.78,High
ATQCUS1346,Bills,43458,High,42684,3621.5,8.48,High
ATQCUS1347,Bills,43713,High,46980,3642.75,7.75,High
ATQCUS1348,Bills,46758,High,45759,3896.5,8.52,High
ATQCUS1349,Bills,44869,High,43008,3739.08,8.69,High
ATQCUS1350,Bills,37600,High,42598,3133.33,7.36,High
ATQCUS1351,Bills,42594,High,45944,3549.5,7.73,High
ATQCUS1352,Bills,36390,High,41526,3032.5,7.3,High
ATQCUS1353,Bills,40621,High,42004,3385.08,8.06,High
ATQCUS1354,Bills,42854,High,44802,3571.17,7.97,High
ATQCUS1355,Bills,38645,High,43033,3220.42,7.48,High
ATQCUS1356,Bills,43691,High,43534,3640.92,8.36,High
ATQCUS1357,Bills,44313,High,47604,3692.75,7.76,High
ATQCUS1358,Bills,40989,High,40919,3415.75,8.35,High
ATQCUS1359,Bills,45514,High,44172,3792.83,8.59,High
ATQCUS1360,Bills,43188,High,45884,3599.0,7.84,High
ATQCUS1361,Bills,43696,High,44384,3641.33,8.2,High
ATQCUS1362,Bills,42389,High,44421,3532.42,7.95,High
ATQCUS1363,Bills,39838,High,45440,3319.83,7.31,High
ATQCUS1364,Bills,41712,High,42176,3476.0,8.24,High
ATQCUS1365,Bills,41282,High,41506,3440.17,8.29,High
ATQCUS1366,Bills,47622,High,45295,3968.5,8.76,High
ATQCUS1367,Bills,47380,High,45458,3948.33,8.69,High
ATQCUS1368,Bills,44677,High,46288,3723.08,8.04,High
ATQCUS1369,Bills,45448,High,45803,3787.33,8.27,High
ATQCUS1370,Bills,44122,High,46062,3676.83,7.98,High
ATQCUS1371,Bills,37121,High,43130,3093.42,7.17,High
ATQCUS1372,Bills,38351,High,44890,3195.92,7.12,High
ATQCUS1373,Bills,40565,High,41938,3380.42,8.06,High
ATQCUS1374,Bills,39920,High,43275,3326.67,7.69,High
ATQCUS1375,Bills,46494,High,45540,3874.5,8.51,High
ATQCUS1376,Bills,44683,High,44650,3723.58,8.34,High
ATQCUS1377,Bills,43008,High,46306,3584.0,7.74,High
ATQCUS1378,Bills,41185,High,45008,3432.08,7.63,High
ATQCUS1379,Bills,37723,High,44334,3143.58,7.09,High
ATQCUS1380,Bills,47735,High,45901,3977.92,8.67,High
ATQCUS1381,Bills,39237,High,42089,3269.75,7.77,High
ATQCUS1382,Bills,44004,High,42872,3667.0,8.55,High
ATQCUS1383,Bills,44770,High,46471,3730.83,8.03,High
ATQCUS1384,Bills,42824,High,42943,3568.67,8.31,High
ATQCUS1385,Bills,40867,High,41683,3405.58,8.17,High
ATQCUS1386,Bills,44640,High,45046,3720.0,8.26,High
ATQCUS1387,Bills,37937,High,42706,3161.42,7.4,High
ATQCUS1388,Bills,39376,High,44838,3281.33,7.32,High
ATQCUS1389,Bills,35920,High,41523,2993.33,7.21,High
ATQCUS1390,Bills,38795,High,45787,3232.92,7.06,High
ATQCUS1391,Bills,40586,High,45541,3382.17,7.43,High
ATQCUS1392,Bills,42421,High,46607,3535.08,7.58,High
ATQCUS1393,Bills,21763,Low,26615,1813.58,6.81,Low
ATQCUS1394,Bills,20446,Low,25478,1703.83,6.69,Low
ATQCUS1395,Bills,20499,Low,28775,1708.25,5.94,Low
ATQCUS1396,Bills,20702,Low,27752,1725.17,6.22,Low
ATQCUS1397,Bills,24474,Low,29438,2039.5,6.93,High
ATQCUS1398,Bills,19841,Low,25416,1653.42,6.51,Low
ATQCUS1399,Bills,23900,Low,28165,1991.67,7.07,High
ATQCUS1400,Bills,20108,Low,25656,1675.67,6.53,Low
ATQCUS1401,Bills,22441,Low,27906,1870.08,6.7,Low
ATQCUS1402,Bills,21262,Low,27676,1771.83,6.4,Low
ATQCUS1403,Bills,21029,Low,28703,1752.42,6.11,Low
ATQCUS1404,Bills,19818,Low,27712,1651.5,5.96,Low
ATQCUS1405,Bills,16864,Low,27386,1405.33,5.13,Very Low
ATQCUS1406,Bills,22542,Low,26762,1878.5,7.02,High
ATQCUS1407,Bills,22736,Low,28178,1894.67,6.72,Low
ATQCUS1408,Bills,21442,Low,28262,1786.83,6.32,Low
ATQCUS1409,Bills,19985,Low,27022,1665.42,6.16,Low
ATQCUS1410,Bills,20948,Low,28073,1745.67,6.22,Low
ATQCUS1411,Bills,21619,Low,27243,1801.58,6.61,Low
ATQCUS1412,Bills,20926,Low,26102,1743.83,6.68,Low
ATQCUS1413,Bills,18719,Low,28089,1559.92,5.55,Low
ATQCUS1414,Bills,21927,Low,28279,1827.25,6.46,Low
ATQCUS1415,Bills,22160,Low,27582,1846.67,6.7,Low
ATQCUS1416,Bills,21656,Low,26303,1804.67,6.86,Low
ATQCUS1417,Bills,20544,Low,27792,1712.0,6.16,Low
ATQCUS1418,Bills,21249,Low,26936,1770.75,6.57,Low
ATQCUS1419,Bills,23724,Low,27304,1977.0,7.24,High
ATQCUS1420,Bills,24114,Low,29434,2009.5,6.83,Low
ATQCUS1421,Bills,19953,Low,26303,1662.75,6.32,Low
ATQCUS1422,Bills,20769,Low,28113,1730.75,6.16,Low
ATQCUS1423,Bills,19928,Low,29252,1660.67,5.68,Low
ATQCUS1424,Bills,22131,Low,29140,1844.25,6.33,Low
ATQCUS1425,Bills,22343,Low,27406,1861.92,6.79,Low
ATQCUS1426,Bills,24143,Low,26996,2011.92,7.45,High
ATQCUS1427,Bills,23880,Low,28714,1990.0,6.93,High
ATQCUS1428,Bills,21616,Low,28105,1801.33,6.41,Low
ATQCUS1429,Bills,21537,Low,25108,1794.75,7.15,High
ATQCUS1430,Bills,26298,Low,30226,2191.5,7.25,High
ATQCUS1431,Bills,23530,Low,27837,1960.83,7.04,High
ATQCUS1432,Bills,23291,Low,28742,1940.92,6.75,Low
ATQCUS1433,Bills,19351,Low,27994,1612.58,5.76,Low
ATQCUS1434,Bills,20644,Low,26494,1720.33,6.49,Low
ATQCUS1435,Bills,20517,Low,27772,1709.75,6.16,Low
ATQCUS1436,Bills,20231,Low,26505,1685.92,6.36,Low
ATQCUS1437,Bills,24512,Low,30348,2042.67,6.73,Low
ATQCUS1438,Bills,23215,Low,27853,1934.58,6.95,High
ATQCUS1439,Bills,22579,Low,26936,1881.58,6.99,High
ATQCUS1440,Bills,22500,Low,28512,1875.0,6.58,Low
ATQCUS1441,Bills,30976,High,50454,2581.33,5.12,Very Low
ATQCUS1442,Bills,27528,High,50266,2294.0,4.56,Very Low
ATQCUS1443,Bills,28805,High,48108,2400.42,4.99,Very Low
ATQCUS1444,Bills,28294,High,47572,2357.83,4.96,Very Low
ATQCUS1445,Bills,30198,High,49256,2516.5,5.11,Very Low
ATQCUS1446,Bills,32913,High,47756,2742.75,5.74,Low
ATQCUS1447,Bills,33585,High,52834,2798.75,5.3,Very Low
ATQCUS1448,Bills,33491,High,50704,2790.92,5.5,Low
ATQCUS1449,Bills,30032,High,49634,2502.67,5.04,Very Low
ATQCUS1450,Bills,35729,High,52722,2977.42,5.65,Low
ATQCUS1451,Bills,32111,High,49482,2675.92,5.41,Low
ATQCUS1452,Bills,32799,High,50186,2733.25,5.45,Low
ATQCUS1453,Bills,28582,High,48792,2381.83,4.88,Very Low
ATQCUS1454,Bills,26417,High,47521,2201.42,4.63,Very Low
ATQCUS1455,Bills,28449,High,50114,2370.75,4.73,Very Low
ATQCUS1456,Bills,30837,High,52414,2569.75,4.9,Very Low
ATQCUS1457,Bills,31726,High,50905,2643.83,5.19,Very Low
ATQCUS1458,Bills,29371,High,50216,2447.58,4.87,Very Low
ATQCUS1459,Bills,27638,High,47666,2303.17,4.83,Very Low
ATQCUS1460,Bills,27626,High,48615,2302.17,4.74,Very Low
ATQCUS1461,Bills,29727,High,48482,2477.25,5.11,Very Low
ATQCUS1462,Bills,29272,High,49671,2439.33,4.91,Very Low
ATQCUS1463,Bills,29411,High,47654,2450.92,5.14,Very Low
ATQCUS1464,Bills,23210,Low,26027,1934.17,7.43,High
ATQCUS1465,Bills,21519,Low,24368,1793.25,7.36,High
ATQCUS1466,Bills,22313,Low,24293,1859.42,7.65,High
ATQCUS1467,Bills,20279,Low,25009,1689.92,6.76,Low
ATQCUS1468,Bills,19202,Low,23657,1600.17,6.76,Low
ATQCUS1469,Bills,19341,Low,23074,1611.75,6.99,High
ATQCUS1470,Bills,21585,Low,23843,1798.75,7.54,High
ATQCUS1471,Bills,24638,Low,26775,2053.17,7.67,High
ATQCUS1472,Bills,21717,Low,24072,1809.75,7.52,High
ATQCUS1473,Bills,20409,Low,25072,1700.75,6.78,Low
ATQCUS1474,Bills,20035,Low,24755,1669.58,6.74,Low
ATQCUS1475,Bills,19743,Low,23680,1645.25,6.95,High
ATQCUS1476,Bills,17516,Low,22390,1459.67,6.52,Low
ATQCUS1477,Bills,19673,Low,23682,1639.42,6.92,High
ATQCUS1478,Bills,21298,Low,24432,1774.83,7.26,High
ATQCUS1479,Bills,19028,Low,24140,1585.67,6.57,Low
ATQCUS1480,Bills,16374,Low,22850,1364.5,5.97,Low
ATQCUS1481,Bills,23006,Low,25502,1917.17,7.52,High
ATQCUS1482,Bills,18077,Low,24774,1506.42,6.08,Low
ATQCUS1483,Bills,19530,Low,24878,1627.5,6.54,Low
ATQCUS1484,Bills,21131,Low,23866,1760.92,7.38,High
ATQCUS1485,Bills,23838,Low,26262,1986.5,7.56,High
ATQCUS1486,Bills,19118,Low,25496,1593.17,6.25,Low
ATQCUS1487,Bills,20775,Low,24455,1731.25,7.08,High
ATQCUS1488,Bills,20232,Low,24022,1686.0,7.02,High
ATQCUS1489,Bills,19781,Low,23654,1648.42,6.97,High
ATQCUS1490,Bills,19730,Low,24223,1644.17,6.79,Low
ATQCUS1491,Bills,19139,Low,23643,1594.92,6.75,Low
ATQCUS1492,Bills,20255,Low,25003,1687.92,6.75,Low
ATQCUS1493,Bills,22650,Low,24806,1887.5,7.61,High
ATQCUS1494,Bills,20742,Low,25992,1728.5,6.65,Low
